"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Adresse","Strasse","Hausnummer","Postleitzahl","Ort","URL_Zugang","Traegername","Traegerart","POC_Vorname","POC_Nachname","POC_Funktion_Arbeitsschwerpunkt","POC_Telefon_Vorwahl","POC_Telefon_Rufnummer","POC_Telefon_Durchwahl","POC_Fax_Vorwahl","POC_Fax_Rufnummer","POC_Fax_Durchwahl","POC_Email","year"
"Johanniter Tagesklnik Mölln","2023-02-23","260100432","772343000","03","Wasserkrüger Weg, 7, 23879, Mölln","Wasserkrüger Weg","7","23879","Mölln","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","C.","Wagner","Erstellung Qualitätsbericht","04152","171","0","04152","171","421","info@johanniter-Krankenhaus.de",2021
"Johanniter Tagesklinik Schwarzenbek","2023-02-23","260100432","772344000","02","Körnerplatz, 6, 21493, Schwarzenbek","Körnerplatz","6","21493","Schwarzenbek","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","C.","Wagner","Erstellung Qualitätsbericht","04152","171","406","04152","171","421","info@johanniter-krankenhaus.de",2021
"DRK-Krankenhaus Mölln-Ratzeburg gGmbH","2022-11-10","260100454","771582000","00","Röpersberg, 2, 23909, Ratzeburg","Röpersberg","2","23909","Ratzeburg","http://www.drk-krankenhaus.de","DRK-Krankenhaus Mölln-Ratzeburg gGmbH","freigemeinnützig","Daniela","Fischer","Leitung Qualitätsmanagement/stellv. Verwaltungsleitung","04541","884","412","04541","884","500","dfischer@drk-krankenhaus.de",2021
"Klinikum Nordfriesland gGmbH, Klinik Husum","2022-11-15","260100476","772465000","01","Erichsenweg, 16, 25813, Husum","Erichsenweg","16","25813","Husum","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Danja","Schell","Mitarbeiterin Qualitätsmanagement","04841","660","1183",NA,NA,NA,"danja.schell@klinikum-nf.de",2021
"Klinikum Nordfriesland gGmbH, Klinik Niebüll","2022-11-15","260100476","773753000","02","Gather Landstraße, 75, 25899, Niebüll","Gather Landstraße","75","25899","Niebüll","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Danja","Schell","Mitarbeiterin Qualitätsmanagement","04841","660","1183",NA,NA,NA,"danja.Schell@klinikum-nf.de",2021
"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum","2022-11-15","260100498","772457000","00","Rebbelstieg , 24, 25938, Wyk","Rebbelstieg ","24","25938","Wyk","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Danja","Schell","Mitarbeiterin Qualitätsmanagement","04841","660","1183",NA,NA,NA,"danja.schell@klinikum-nf.de",2021
"DIAKO Nordfriesland gGmbH - Tagesklinik Breklum","2022-11-10","260100546","772750000","02","Gammeltoft, 8-15, 25821, Breklum","Gammeltoft","8-15","25821","Breklum","http://www.diako-nf.de","DIAKO Nordfriesland gGmbH","freigemeinnützig","Lea","Hämmerlein","Qualitätsmanagement","0461","812","1773","0461","812","1792","LeaMarie.Haemmerlein@diako.de",2021
"DIAKO Nordfriesland gGmbH - Tagesklinik Niebüll","2022-11-10","260100546","772751000","04","Bahnhofstraße, 24a, 25899, Niebüll","Bahnhofstraße","24a","25899","Niebüll","http://www.diako-nf.de","DIAKO Nordfriesland gGmbH","freigemeinnützig","Lea","Hämmerlein","Qualitätsmanagement","0461","812","1773","0461","812","1792","LeaMarie.Haemmerlein@diako.de",2021
"DIAKO Nordfriesland gGmbH - Tagesklinik Husum","2022-11-10","260100546","772752000","03","Theodor-Schäfer-Str., 1b, 25813, Husum","Theodor-Schäfer-Str.","1b","25813","Husum","http://www.diako-nf.de","DIAKO Nordfriesland gGmbH","freigemeinnützig","Lea","Hämmerlein","Qualitätsmanagement","0461","812","1773","0461","812","1792","LeaMarie.Haemmerlein@diako.de",2021
"DIAKO Nordfriesland gGmbH (Fachklinik für Psychiatrie und Psychosomatik Breklum - stationäre Angebote)","2022-11-10","260100546","772753000","01","Gammeltoft, 8-15, 25821, Breklum","Gammeltoft","8-15","25821","Breklum","http://www.diako-nf.de","DIAKO Nordfriesland gGmbH","freigemeinnützig","Lea","Hämmerlein","Qualitätsmanagement","0461","812","1773","0461","812","1792","LeaMarie.Haemmerlein@diako.de",2021
"Asklepios Nordseeklinik Westerland","2022-11-09","260100557","772802000","00","Norderstr., 81, 25980, Sylt/OT Westerland","Norderstr.","81","25980","Sylt/OT Westerland","https://www.asklepios.de/sylt/akut/","Asklepios Kliniken Verwaltungsgesellschaft mbH","privat","Carsten","Erichsen","Leiter Controlling","04651","841120",NA,"04651","84461120",NA,"c.erichsen@asklepios.com",2021
"Klinik Dr. Winkler","2022-11-14","260100580","771651000","00","Brinckmannstraße, 6, 25813, Husum","Brinckmannstraße","6","25813","Husum","https://www.amedes-klinik-husum.de","KLW Krankenhausbetriebsgesellschaft mbH &amp; Co. KG","privat","Thorsten","Lange","Ärztlicher Leiter und Prokurist","04841","6911","0","04841","6911","59","verwaltung@klinik-winkler.de",2021
"Sana Kliniken Ostholstein GmbH","2023-02-24","260100626","773004000","04","Hospitalstr., 22, 23701, Eutin","Hospitalstr.","22","23701","Eutin","http://www.sana-oh.de","Sana Kliniken Ostholstein GmbH","privat","Manuela","Backer","QMB","04524","909","562","04524","909","149","manuela.backer@ameos.de",2021
"Sana Kliniken Ostholstein GmbH","2023-02-24","260100626","773006000","99","Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","https://www.sana.de","Sana Kliniken Ostholstein GmbH","privat","Jenny","Sens","Qualitätsmanagement","04521","787","1340",NA,NA,NA,"jenny.sens@ameos.de",2021
"Sana Kliniken Ostholstein GmbH","2023-02-24","260100626","773006000","99","Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","https://www.sana.de","Sana Kliniken Ostholstein GmbH","privat","Jenny","Sens","Qualitätsmanagement","04521","787","1340",NA,NA,NA,"jenny.sens@ameos.de",2021
"Sana Kliniken Ostholstein GmbH","2023-02-24","260100626","773006000","99","Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","https://www.sana.de","Sana Kliniken Ostholstein GmbH","privat","Jenny","Sens","Qualitätsmanagement","04521","787","1340",NA,NA,NA,"jenny.sens@ameos.de",2021
"AMEOS Klinikum Neustadt","2023-02-28","260100659","772933000","00","Wiesenhof, 36, 23730, Neustadt","Wiesenhof","36","23730","Neustadt","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Klinikum Lübeck","2023-02-28","260100659","772934000","02","Kahlhorststr., 33, 23562, Lübeck","Kahlhorststr.","33","23562","Lübeck","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen ","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Tagesklinik Eutin","2023-02-28","260100659","772935000","99","Janusstr., 5, 23701, Eutin","Janusstr.","5","23701","Eutin","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Klinikum Heiligenhafen","2023-02-28","260100660","772926000","00","Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen ","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Klinikum Kiel","2023-02-28","260100660","772927000","02","Tiroler Ring , 621-623, 24147, Kiel","Tiroler Ring ","621-623","24147","Kiel","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Klinikum Preetz","2023-02-28","260100660","772928000","03","Am Krankenhaus, 5a, 24211, Preetz","Am Krankenhaus","5a","24211","Preetz","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Tagesklinik Oldenburg","2023-02-28","260100660","772929000","04","Hoheluftstr., 10, 23758, Oldenburg i.H.","Hoheluftstr.","10","23758","Oldenburg i.H.","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"AMEOS Klinikum Oldenburg","2023-02-28","260100660","773086000","05","Mühlenkamp, 5, 23758, Oldenburg i.H.","Mühlenkamp","5","23758","Oldenburg i.H.","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Cathleen ","Granzin","Controlling","00494561","611","4484","00494561","611","4549","cagr.verw@neustadt.ameos.de",2021
"Sankt Elisabeth Krankenhaus Eutin","2022-10-25","260100682","771399000","00","Plöner Str., 42, 23701, Eutin","Plöner Str.","42","23701","Eutin","http://www.sek-eutin.de","Elisabeth Vinzenz Verbund","freigemeinnützig","Petra","Heidkamp","Qualitätsmanagerin","04521","802","450",NA,NA,NA,"heidkamp@sek-eutin.de",2021
"Helios Agnes Karll Krankenhaus Bad Schwartau [BSC] [BSC]","2023-02-23","260100693","771825000","00","Am Hochkamp , 21, 23611, Bad Schwartau","Am Hochkamp ","21","23611","Bad Schwartau","https://www.helios-gesundheit.de/kliniken/bad-schwartau/","Helios Agnes-Karll-Krankenhaus GmbH","privat","Nicole","Loose-Neumann","Unternehmenskommunikation &amp; Marketing","0451","2007","135","0451","2007","141","nicole.loose-neumann@helios-gesundheit.de",2021
"AUGUST-BIER-KLINIK - Neurologie und Rehabilitation","2022-11-08","260100706","772843000","00","Diekseepromenade, 7-11, 23714, Bad Malente-Gremsmühlen","Diekseepromenade","7-11","23714","Bad Malente-Gremsmühlen","http://www.august-bier-klinik.de","AUGUST-BIER-KLINIK, Fachklinik für Neurologie, Neurotraumatologie und Rehabilitation","freigemeinnützig","Myriam","Ulverich","Qualitätsmanagement","04523","405","587","04523","405","100","m.ulverich@august-bier-klinik.de",2021
"Regio Kliniken GmbH - Klinikum Pinneberg","2022-11-09","260100739","772624000","01","Fahltskamp, 74, 25421, Pinneberg","Fahltskamp","74","25421","Pinneberg","https://www.sana.de/regiokliniken","Regio Kliniken GmbH","privat","Anja","Willms","Leitung Prozess- und Qualitätsmanagement ab dem 01.07.2022","04121","798","9852",NA,NA,NA,"anja.willms@sana.de",2021
"Regio Kliniken GmbH - Klinikum Elmshorn","2022-11-08","260100739","772625000","02","Agnes-Karll-Allee, 17, 25337, Elmshorn","Agnes-Karll-Allee","17","25337","Elmshorn","https://www.sana.de/regiokliniken","Regio Kliniken GmbH","privat","Anja","Willms","Leitung Prozess- und Qualitätsmanagement ab dem 01.07.2022","04121","798","9852",NA,NA,NA,"anja.willms@sana.de",2021
"Regio Kliniken GmbH - Tagesklinik Norderstedt","2022-11-08","260100739","772626000","04","Beim Umspannwerk, 6, 22844, Norderstedt","Beim Umspannwerk","6","22844","Norderstedt","https://www.sana.de/regiokliniken","Regio Kliniken GmbH","privat","Anja","Willms","Leitung Prozess- und Qualitätsmanagement ab dem 01.07.2022","04121","798","9852",NA,NA,NA,"anja.willm@sana.de",2021
"Regio Kliniken GmbH - Tagesklinik Psychiatrie Pinneberg","2022-11-08","260100739","772628000","05","Fahltskamp, 70, 25421, Pinneberg","Fahltskamp","70","25421","Pinneberg","https://www.sana.de/regiokliniken","Regio Kliniken GmbH","privat","Anja","Willms","Leitung Prozess- und Qualitätsmanagement ab dem 01.07.2022","04121","798","9844",NA,NA,NA,"anja.willms@sana.de",2021
"Klinik Preetz","2022-11-08","260100820","771667000","00","Am Krankenhaus, 5, 24306, Plön","Am Krankenhaus","5","24306","Plön","http://www.klinik-preetz.de","Kreis Plön","öffentlich","Maike","Dannenberg","Qualitätsmanagement","04342","801461",NA,"04342","801317",NA,"m.willhoeft@klinik-preetz.de",2021
"Fachklinik Freudenholm-Ruhleben / Klinische Abteilung","2022-10-20","260100831","773328000","00","Missionsweg, 3, 24306, Bösdorf","Missionsweg","3","24306","Bösdorf","http://www.fachklinik-freudenholm-ruhleben.de","Landesverein für Innere Mission in Schleswig-Holstein","freigemeinnützig","Rainer","Ewert","Leitender Chefarzt","04522","789","112","04522","8679",NA,"ewert.rainer@fachklinik-freudenholm-ruhleben.de",2021
"imland Klinik Rendsburg","2022-12-05","260100875","773201000","02","Lilienstr., 20-28, 24768, Rendsburg","Lilienstr.","20-28","24768","Rendsburg","http://www.imland.de","imland gGmbH","öffentlich","Christin","Wulf","Stellv. Abteilungsleitung Qualitätsmanagement und Meinungsmanagement","04331","200","9014","04331","200","9053","christin.wulf@imland.de",2021
"imland GmbH - imland Klinik Eckernförde","2022-11-15","260100875","773202000","01","Schleswiger Str., 114, 24340, Eckernförde","Schleswiger Str.","114","24340","Eckernförde","http://www.imland.de","imland gGmbH","öffentlich","Christin","Wulf","Stellv. Abteilungsleitung Qualitätsmanagement und Meinungsmanagement","04331","200","9014","04331","200","9053","christin.wulf@imland.de",2021
"HELIOS Klinik Schleswig GmbH","2023-02-23","260100911","773094000","00","St. Jürgener Straße, 1-3, 24837, Schleswig","St. Jürgener Straße","1-3","24837","Schleswig","https://www.helios-gesundheit.de/kliniken/schleswig","HELIOS Klinik Schleswig GmbH ","privat","Jan","Camin","Leitung Medizincontrolling","04621","812","1466",NA,NA,NA,"jan.camin@helios-gesundheit.de",2021
"HELIOS Fachklinik, Klinik für Erwachsenenpsychiatrie und Psychosomatische Medizin","2023-02-23","260100922","773143000","01","St. Jürgener Str., 5a, 24837, Schleswig","St. Jürgener Str.","5a","24837","Schleswig","https://www.helios-gesundheit.de/kliniken/schleswig/","HELIOS Fachklinik Schleswig GmbH","privat","Jan","Camin","Leitung Medizincontrolling","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"HELIOS Tagesklinik Psychiatrie (Erwachsene)","2023-02-23","260100922","773144000","02","Mühlental, 1, 24837, Schleswig","Mühlental","1","24837","Schleswig","https://www.helios-gesundheit.de/kliniken/schleswig/","HELIOS Fachklinik GmbH","privat","Jan","Camin","Leitung Medizincontrolling ","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie","2023-02-23","260100922","773145000","03","Friedrich-Ebert-Straße, 5, 24837, Schleswig","Friedrich-Ebert-Straße","5","24837","Schleswig","http://www.helios-kliniken.de/klinik/schleswig/fachabteilungen/kinder-und-jugendpsychiatrie-und-psychotherapie/tageskliniken/tagesklinik-baumhaus-schleswig.html","HELIOS Fachklinik Schleswig GmbH","privat","Jan","Camin","Leitung Medizincontrolling","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"HELIOS Klinik für Kinder- und Jugendpsychiatrie und -Psychotherapie, Tagesklinik Baumhaus Husum","2023-02-23","260100922","773146000","04","Theodor-Schäfer-Straße, 1a, 25813, Husum","Theodor-Schäfer-Straße","1a","25813","Husum","https://www.helios-gesundheit.de/kliniken/schleswig/","HELIOS Fachklinik Schleswig GmbH","privat","Jan","Camin","Leitung Medizincontrolling ","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"SCHLEI-Klinikum Schleswig FKSL GmbH","2023-02-23","260100922","773147000","05","Friedrich-Ebert-Straße , 5, 24837, Schleswig","Friedrich-Ebert-Straße ","5","24837","Schleswig","http://www.helios-gesundheit.de/klinik/schleswig.html  ","HELIOS Fachklinik Schleswig GmbH","privat","Jan","Camin","Leitung Medizincontrolling","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"SCHLEI-Klinikum Schleswig FKSL GmbH","2023-02-23","260100922","773767000","99","Obereiderstraße, 28, 24768, Rendsburg","Obereiderstraße","28","24768","Rendsburg","http://www.helios-gesundehit.de/klinik/schleswig","HELIOS Fachklinik Schleswig GmbH","privat","Jan","Camin","Leitung Medizincontrolling","04621","812","1466","04621","812","1652","Jan.Camin@helios-gesundheit.de",2021
"Fachkrankenhaus für Psychiatrie und Psychotherapie und Tagesklinik für Psychiatrie","2022-11-11","260101002","772517000","00","Johannesallee, 9, 24848, Kropp","Johannesallee","9","24848","Kropp","http://www.diakonie-kropp.de/","Stiftung Diakoniewerk Kropp","freigemeinnützig","Inge","Hinrichsen","Einrichtungsleitung","04624","801","139","04624","801","120","i.hinrichsen@diakonie-kropp.de",2021
"Margarethen Klinik GmbH","2022-11-14","260101024","773441000","xx","Konsul-Lorentzen-Str. 3, 3, 24376, Kappeln","Konsul-Lorentzen-Str. 3","3","24376","Kappeln","https://www.margarethen-klinik.de","MedEuropa","privat","Frank","Pröter","Verwaltungsleitung","04642","52","111","04642","52","145","Frank.Proeter@margarethen-klinik.de",2021
"Psychiatrisches Krankenhaus Rickling","2022-11-11","260101091","773366000","01","Daldorfer Straße, 2, 24635, Rickling","Daldorfer Straße","2","24635","Rickling","http://www.pkh-rickling.de","Landesverein für Innere Mission in Schleswig-Holstein","freigemeinnützig","Silke","Stahmer","Projektbeauftragte","04328","18","825",NA,NA,NA,"stahmer.silke@pschiatrischeskranken.de",2021
"Klinikum Bad Bramstedt GmbH","2022-11-15","260101104","771589000","00","Oskar-Alexander-Str., 26, 24576, Bad Bramstedt","Oskar-Alexander-Str.","26","24576","Bad Bramstedt",NA,"DRV Nord 70,57 %, Stadt Bad Bramstedt 12,45 %, Universitätsklinikum Hamburg-Eppendorf (UKE) 16,98 %","kommunal","Jens","Ritter","Geschäftsführung","04192","90","2011","04192","90","2373","gf@klinikumbb.de",2021
"SEGEBERGER KLINIKEN GMBH-Standort Bad Segeberg","2022-11-11","260101126","771942000","03","Klosterkamp, 1a, 23795, Bad Segeberg","Klosterkamp","1a","23795","Bad Segeberg","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Kai","Lippmann","Bereichsleiter Qualitäts- und klinisches Risikomanagement","04551","802","9847","04551","802","4850","info@segebergerkliniken.de",2021
"SEGEBERGER KLINIKEN GMBH-Standort Praxisklinik Norderstedt","2022-11-10","260101126","771943000","02","Heidbergstraße, 98, 22846, Norderstedt","Heidbergstraße","98","22846","Norderstedt","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Kai","Lippmann","Bereichsleitung Qualitäts- und klinisches Risikomanagement","04551","8029847",NA,"04551","8024850",NA,"info@segebergerkliniken.de",2021
"Klinikum Itzehoe","2022-11-11","260101137","772665000","xx","Robert-Koch-Str., 2, 25524, Itzehoe","Robert-Koch-Str.","2","25524","Itzehoe","https://www.klinikum-itzehoe.de","Zweckverband des Kreises Steinburg und der Stadt Itzehoe","öffentlich","Mark","Stab","Leiter Qualitätsmanagement und klinisches Risikomanagement","04821","772","4200","04821","772","974200","m.stab@kh-itzehoe.de",2021
"Tagesklinik für Psychiatrie und Psychotherapie  Glückstadt","2022-11-10","260101137","772666000","xx","Am Wall, 1A, 25348, Glückstadt","Am Wall","1A","25348","Glückstadt",NA,"Zweckverband des Kreises Steinburg und der Stadt Itzehoe","öffentlich","Mark","Stab","Leiter Qualitätsmanagement und klinisches Risikomanagement","04821","772","4200","04821","772","974200","m.stab@kh-itzehoe.de",2021
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2022-11-15","260101193","772660000","00","Hamburger Straße, 41, 21465, Reinbek","Hamburger Straße","41","21465","Reinbek","http://www.krankenhaus-reinbek.de","Elisabeth Vinzenz Verbund GmbH","freigemeinnützig","Jan","Meins","Oberarzt","040","7280","3500","040","7280","2440","jan.meins@krankenhaus-reinbek.de",2021
"DRK-Norddeutsches Epilepsiezentrum für Kinder und Jugendliche","2022-11-10","260101320","772449000","00","Henry-Dunant-Str., 6 - 10, 24223, Schwentinental","Henry-Dunant-Str.","6 - 10","24223","Schwentinental","http://www.drk-epilepsiezentrum.de","Deutsches Rotes Kreuz Landesverband Schleswig-Holstein e.V., Sitz: Kiel","freigemeinnützig","Marlo","Döhler","QMB","0163","5707807",NA,"04307","909","610","m.doehler@drk-sutz.de",2021
"Vamed Ostseeklinik Damp
","2023-02-23","260101331","772329000","00","Seute-Deern-Ring, 20, 24351, Ostseebad Damp","Seute-Deern-Ring","20","24351","Ostseebad Damp","https://www.vamed-gesundheit.de/kliniken/damp-ostseeklinik/","Vamed Ostseeklinik Damp GmbH","privat","Christoph","Lepinat","Medizincontrolling","04352","80","6010","04352","80","8861","christoph.lepinat@vamed-gesundheit.de",2021
"Kinderzentrum Pelzerhaken","2022-10-26","260101386","772545000","xx","Zum Leuchtturm, 4, 23730, Neustadt in Holstein","Zum Leuchtturm","4","23730","Neustadt in Holstein","http://www.kinderzentrum-pelzerhaken.de","Kinderzentrum Pelzerhaken - Sozialpädiatrische Fachklinik, Sozialpädiatrisches Zentrum gGmbH","freigemeinnützig","Volker","Schulz","Geschäftsführer","04561","7109","0","04561","7109","200","schulz@kinderzentrum-pelzerhaken.de",2021
"Paracelsus-Nordseeklinik Helgoland","2022-10-11","260101444","772807000","00","Invasorenpfad, 1040, 27498, Helgoland","Invasorenpfad","1040","27498","Helgoland","http://www.paracelsus-kliniken.de/helgoland","Park-Hospital GmbH","privat","Sten","Wessels","Qualitätsmanagementbeauftragter, PDL, KM","04725","803","125","04725","803","127","sten.wessels@pkd.de",2021
"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH","2022-11-14","260101488","772073000","00","Friesenstraße, 11, 24534, Neumünster","Friesenstraße","11","24534","Neumünster","http://www.friedrich-ebert-krankenhaus.de/","Stadt Neumünster","öffentlich","Andrea","Vollert","Abteilungsleitung Stabsstelle Qualitäts- und Risikomanagement","04321","405","1004","04321","405","1029","andrea.vollert@fek.de",2021
"Tagesklinik Am Kleinen See","2022-11-07","260101547","772535000","04","Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","https://www.vorwerker-diakonie.de","Vorwerker Diakonie gGmbH","freigemeinnützig","Oliver","Soyka","Chefarzt","0451","400250434",NA,NA,NA,NA,"oliver.soyka@vorwerker-diakonie.de",2021
"Tagesklinik Am Rosenweg, Büchen","2022-11-07","260101547","772536000","03","Lauenburger Straße, 39, 21514, Büchen","Lauenburger Straße","39","21514","Büchen",NA,"Vorwerker Diakonie gGmbH","freigemeinnützig","Oliver","Soyka","Chefarzt","0451","400250434",NA,NA,NA,NA,"oliver.soyka@vorwerker-diakonie.de",2021
"Fachklinik für Junges Leben - Kinder- und Jugendpsychiatrie","2022-11-07","260101547","772538000","01","Triftstraße, 141 a, 23554, Lübeck","Triftstraße","141 a","23554","Lübeck","https://www.vorwerker-diakonie.de","Vorwerker Diakonie gGmbH","freigemeinnützig","Oliver","Soyka","Chefarzt","0451","400250434",NA,NA,NA,NA,"oliver.soyka@vorwerker-diakonie.de",2021
"Schön Klinik Neustadt","2022-11-11","260101809","771982000","00","Am Kiebitzberg, 10, 23730, Neustadt in Holstein","Am Kiebitzberg","10","23730","Neustadt in Holstein",NA,"Schön Klinik Neustadt SE & Co. KG","privat","Stefanie","Drews","Qualitätsmanagerin","04561","54","457900","04561","54","337900","SDrews@schoen-klinik.de",2021
