"Name","Datum","IK_Institutionskennzeichen","Standortnummer","Standortnummer_alt","Adresse","Strasse","Hausnummer","Postleitzahl","Ort","URL_Zugang","Traegername","Traegerart","POC_Vorname","POC_Nachname","POC_Funktion_Arbeitsschwerpunkt","POC_Telefon_Vorwahl","POC_Telefon_Rufnummer","POC_Telefon_Durchwahl","POC_Fax_Vorwahl","POC_Fax_Rufnummer","POC_Fax_Durchwahl","POC_Email","year"
"Klinik Dr. Lehmann","2015-11-09","260100329","00",NA,"Marienstraße, 49-51, 24534, Neumünster","Marienstraße","49-51","24534","Neumünster","http://www.lehmannklinik.de","FEK-Friedrich-Ebert-Krankenhaus Neumünster GmbH","privat","Andrea","Vollert","Abteilungsleitung Stabsstelle Qualitätsmanagement","04321","405","1004","04321","405","1029","andrea.vollert@fek.de",2014
"Johanniter-Krankenhaus Geesthacht (KH)","2015-10-28","260100432","01",NA,"Am Runden Berge, 3, 21502, Geesthacht","Am Runden Berge","3","21502","Geesthacht","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","I.","Eber","Erstellung Qualitätsbericht/Beschwerdemanagement","04152","179","0","04152","179","558","info@johanniter-Krankenhaus.de",2014
"Tagesklinik Schwarzenbek
c/o Johanniter-Krankenhaus Geesthacht GmbH","2015-10-27","260100432","02",NA,"Am Runden Berge, 3, 21502, Geesthacht","Am Runden Berge","3","21502","Geesthacht","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","I.","Eber","Erstellung Qualitätsbericht/Beschwerdemanagement","04152","179","0","04152","179","558","info@johanniter-Krankenhaus.de",2014
"Tagesklinik Mölln
c/o Johanniter-Krankenhaus Geesthacht GmbH","2015-10-27","260100432","03",NA,"Am Runden Berge, 3, 21502, Geesthacht","Am Runden Berge","3","21502","Geesthacht","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","I.","Eber","Erstellung Qualitätsbericht/Beschwerdemanagement","04152","179","0","04152","179","558","info@johanniter-Krankenhaus.de",2014
"Johanniter-Krankenhaus Geesthacht (KH)","2015-10-28","260100432","99",NA,"Am Runden Berge, 3, 21502, Geesthacht","Am Runden Berge","3","21502","Geesthacht","http://www.johanniter-krankenhaus.de","Johanniter-Krankenhaus Geesthacht GmbH","freigemeinnützig","I.","Eber","Erstellung Qualitätsbericht/Beschwerdemanagement","04152","179","0","04152","179","558","info@johanniter-Krankenhaus.de",2014
"DRK Krankenhaus Mölln-Ratzeburg gGmbH","2015-12-15","260100454","00",NA,"Röpersberg, 2, 23909, Ratzeburg","Röpersberg","2","23909","Ratzeburg","http://www.drk-krankenhaus.de","DRK-Krankenhaus Mölln-Ratzeburg gGmbH","freigemeinnützig","Thomas","Teegen","Qualitätskoordinator","04541","884","412","04541","884","500","teegen@drk-krankenhaus.de",2014
"Klinikum Nordfriesland gGmbH","2015-11-10","260100476","99",NA,"Erichsenweg, 16, 25813, Husum","Erichsenweg","16","25813","Husum","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Michael","Mittendorf","Leiter Unternehmensentwicklung und Öffentlichkeitsarbeit","04841","660","1363","04841","660","1328","michael.mittendorf@klinikum-nf.de",2014
"Klinikum Nordfriesland gGmbH","2015-11-10","260100476","99",NA,"Erichsenweg, 16, 25813, Husum","Erichsenweg","16","25813","Husum","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Michael","Mittendorf","Leiter Unternehmensentwicklung und Öffentlichkeitsarbeit","04841","660","1363","04841","660","1328","michael.mittendorf@klinikum-nf.de",2014
"Klinikum Nordfriesland gGmbH","2015-11-10","260100476","99",NA,"Erichsenweg, 16, 25813, Husum","Erichsenweg","16","25813","Husum","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Michael","Mittendorf","Leiter Unternehmensentwicklung und Öffentlichekitsarbeit","04841","660","1363","04841","660","1328","michael.mittendorf@klinikum-nf.de",2014
"Klinikum Nordfriesland gGmbH","2015-11-10","260100476","99",NA,"Erichsenweg, 16, 25813, Husum","Erichsenweg","16","25813","Husum","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Michael","Mittendorf","Leiter Unternehmensentwicklung und Öffentlichkeitsarbeit","04841","660","1363","04841","660","1328","michael.mittendorf@klinikum-nf.de",2014
"Klinikum Nordfriesland gGmbH, Inselklinik Föhr-Amrum","2015-11-10","260100498","00",NA,"Rebbelstieg, 24, 25938, Wyk","Rebbelstieg","24","25938","Wyk","http://www.klinikum-nf.de","Kreis Nordfriesland","öffentlich","Michael","Mittendorf","Leiter Unternehmensentwicklung und Öffentlichkeitsarbeit","04841","660","1363","04841","660","1328","michael.mittendorf@klinikum-nf.de",2014
"Fachkliniken Nordfriesland gGmbH (Breklum)","2015-11-10","260100546","00",NA,"Gammeltoft, 8-15, 25821, Breklum","Gammeltoft","8-15","25821","Breklum","http://www.fklnf.de","Fachkliniken Nordfriesland gGmbH","freigemeinnützig","Heike","Walter","QM-Dokumentation","04671","408","3481","04671","408","3809","heike.walter@fklnf.de",2014
"Asklepios Nordseeklinik Westerland/Sylt","2015-11-12","260100557","00",NA,"Norderstr., 81, 25980, Sylt/OT Westerland","Norderstr.","81","25980","Sylt/OT Westerland","https://www.asklepios.de/sylt/akut/","Asklepios Kliniken Verwaltungsgesellschaft mbH","privat","Carsten","Erichsen","Leiter Controlling/IT","04651","841120",NA,"04651","841129",NA,"c.erichsen@asklepios.com",2014
"Klinik Dr. Winkler","2015-10-16","260100580","00",NA,"Brinckmannstraße, 6, 25813, Husum","Brinckmannstraße","6","25813","Husum","http://www.klinik-winkler.de","KLW Krankenhausbetriebsgesellschaft mbH & Co. KG","privat","Volker","Wulf","Belegarzt und Geschäftsführer","04841","6911","0","04841-","6911","59","klinik-winkler@foni.net",2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","http://www.sana-oh.de","Sana Kliniken Ostholstein GmbH","privat","Peter","Marquardt","Leitung Medizincontrolling und Qualitätsmanagement","04521","787","3627","04521","787","1309","peter.marquardt@sana.de",2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","http://www.sana-oh.de","Sana Kliniken Ostholstein GmbH","privat","Peter","Marquardt","Leitung Medizincontrolling und Qualitätsmanagement","04521","787","3627","04521","787","1309","peter.marquardt@sana.de",2014
"Sana Kliniken Ostholstein GmbH","2015-12-14","260100626","99",NA,"Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","http://www.sana-oh.de","Sana Kliniken Ostholstein GmbH","privat","Peter","Marquardt","Leitung Medizincontrolling und Qualitätsmanagement","04521","787","3627","04521","787","1309","peter.marquardt@sana.de",2014
"Sana Kliniken Ostholstein GmbH","2015-12-11","260100626","99",NA,"Hospitalstraße, 22, 23701, Eutin","Hospitalstraße","22","23701","Eutin","http://www.sana-oh.de","Sana Kliniken Ostholstein GmbH","privat","Peter","Marquardt","Leitung Medizincontrolling und Qualitätsmanagement","04521","787","3627","04521","787","1309","peter.marquardt@sana.de",2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"Wiesenhof, 1, 23730, Neustadt i.H.","Wiesenhof","1","23730","Neustadt i.H.","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanager","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"Wiesenhof, 1, 23730, Neustadt i.H.","Wiesenhof","1","23730","Neustadt i.H.","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Rüdiger","Arnold","Leitender Oberarzt","0049 451","30087","5920","0049 451","30087","5903","rarn.psy@luebeck.ameos.de",2014
"AMEOS Klinikum Neustadt","2015-11-09","260100659","99",NA,"Wiesenhof, 1, 23730, Neustadt i.H.","Wiesenhof","1","23730","Neustadt i.H.","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanager","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanagement","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanagement","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanagement","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Jonas","Repenthin","Chefarzt","0049 4361","50804","55","0049 4361","50804","50","jrep.neuro@neustadt.ameos.de",2014
"AMEOS Klinikum Heiligenhafen","2015-11-09","260100660","99",NA,"Friedrich-Ebert-Straße, 100, 23774, Heiligenhafen","Friedrich-Ebert-Straße","100","23774","Heiligenhafen","http://www.ameos.eu","AMEOS Krankenhausgesellschaft Holstein mbH","privat","Holger","Gebauer","Qualitätsmanager","0049 4561","611","4259","0049 4561","611","4358","hgeb.psy@neustadt.ameos.de",2014
"Sankt Elisabeth Krankenhaus Eutin GmbH","2015-11-13","260100682","00",NA,"Plöner Str., 42, 23701, Eutin","Plöner Str.","42","23701","Eutin","http://www.sekeutin.de","Kath. Wohltätigkeitsanstalt zur heiligen Elisabeth Reinbek","freigemeinnützig","Michael","Finndorf","Stellv. kfm. Direktor","04521","802","405","04521","802","409","finndorf@sek-eutin.de",2014
"HELIOS Agnes Karll Krankenhaus Bad Schwartau","2015-10-26","260100693","00",NA,"Am Hochkamp , 21, 23611, Bad Schwartau","Am Hochkamp ","21","23611","Bad Schwartau","http://www.helios-kliniken.de/klinik/bad-schwartau.html","HELIOS Agnes-Karll-Krankenhaus GmbH","privat","Nicole","Loose-Neumann","Unternehmenskommunikation &amp; Marketing","0451","2007","135","0451","2007","141","nicole.loose-neumann@helios-kliniken.de",2014
"00","2015-10-15","260100706","00",NA,"Diekseepromenade, 7-11, 23714, Bad Malente-Gremsmühlen","Diekseepromenade","7-11","23714","Bad Malente-Gremsmühlen","http://august-bier-klinik.de","Stiftung AUGUST-BIER-KLINIK, Fachklinik für Neurologie, Neurotraumatologie und Rehabilitation","freigemeinnützig","Myriam","Ulverich","Qualitätsmanagement","04523","405","181","04523","405","100","m.ulverich@august-bier-klinik.de",2014
"DRK-Krankenhaus Middelburg","2015-11-13","260100717","00",NA,"Middelburger Straße, 1, 23701, Süsel","Middelburger Straße","1","23701","Süsel","http://www.drk-middelburg.de","DRK-Landesverband Schleswig-Holstein e.V.","freigemeinnützig","Backer","Manuela","Externe QM-Beratung","04524","909","562","04524","909","149","manuela.backer@drk-tzm.de",2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"Ramskamp, 71-74, 25337, Elmshorn","Ramskamp","71-74","25337","Elmshorn","http://www.regiokliniken.de","Regio Klinken GmbH ein Unternehmen der Sana Klinken AG","privat","Sabine","Heibutzki","Stabsstelle Qualitätsmanagement","04101","217","113","04101","217","114","sabine.heibutzki@sana.de",2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"Ramskamp, 71-75, 25337, Elmshorn","Ramskamp","71-75","25337","Elmshorn","http://www.regiokliniken.de","Regio Klinken GmbH ein Unternehmen der Sana Klinken AG","privat","Sabine","Heibutzki","Stabsstelle Qualitätsmanagement","04101","217","113","04101","217","114","sabine.heibutzki@sana.de",2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"Ramskamp, 71-75, 25337, Elmshorn","Ramskamp","71-75","25337","Elmshorn","http://regiokliniken.de","Regio Klinken GmbH ein Unternehmen der Sana Klinken AG","privat","Sabine","Heibutzki","Stabsstelle Qualitätsmanagement","04101","217","113","04101","217","114","sabine.heibutzki@sana.de",2014
"Regio Kliniken GmbH","2015-12-15","260100739","99",NA,"Ramskamp, 71-75, 25337, Elmshorn","Ramskamp","71-75","25337","Elmshorn","http://www.regiokliniken.de","Regio Klinken GmbH ein Unternehmen der Sana Klinken AG","privat","Sabine","Heibutzki","Stabsstelle Qualitätsmanagement","04101","217","113","04101","217","114","sabine.heibutzki@sana.de",2014
"Klinik Preetz","2015-11-12","260100820","00",NA,"Am Krankenhaus, 5, 24211, Preetz","Am Krankenhaus","5","24211","Preetz","http://www.klinik-preetz.de/","Kreis Plön","öffentlich","Maike","Willhöft","Qualitätsbeauftragte","04342","801","461","04342","801","317","m.willhoeft@klinik-preetz.de",2014
"Fachklinik Freudenholm-Ruhleben","2015-11-12","260100831","00",NA,"Missionsweg, 3, 24306, Bösdorf","Missionsweg","3","24306","Bösdorf","http://www.fachklinik-freudenholm-ruhleben.de","Landesverein für Innere Mission in Schleswig-Holstein","freigemeinnützig","Rainer","Ewert","Leitender Chefarzt","04522","789","112","04522","8679",NA,"ewert.rainer@fachklinik-freudenholm-ruhleben.de",2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"Lilienstraße, 20-28, 24768, Rendsburg","Lilienstraße","20-28","24768","Rendsburg","http://www.imland.de","imland GmbH","öffentlich","Rolf-Dieter","Müller","Leitung Abteilung Qualitätsmanagement und Qualitätsmanagementbeauftragter","04331","200","9017","04331","200","9053","rolf-dieter.mueller@imland.de",2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"Lilienstraße, 20-28, 24768, Rendsburg","Lilienstraße","20-28","24768","Rendsburg","http://www.imland.de","imland GmbH","öffentlich","Rolf-Dieter","Müller","Abteilungsleitung und Qualitätsmanagementbeauftragter","04331","200","9017","04331","200","9053","rolf-dieter.mueller@imland.de",2014
"imland Klinik Rendsburg-Eckernförde","2015-11-11","260100875","99",NA,"Lilienstraße, 20-28, 24768, Rendsburg","Lilienstraße","20-28","24768","Rendsburg","http://www.imland.de","imland GmbH","öffentlich","Rolf-Dieter","Müller","Abteilungsleitung und Qualitätsmanagementbeauftragter","04331","200","9017","04331","200","9053","rolf-dieter.mueller@imland.de",2014
"HELIOS Klinikum Schleswig","2015-10-30","260100911","01",NA,"Lutherstraße, 22, 24837, Schleswig","Lutherstraße","22","24837","Schleswig","http://www.helios-kliniken.de/klinik/schleswig.html","HELIOS Klinikum Schleswig ","privat","Silke","Nehls-Hagemann","Medizincontrolling","04621","812","1796","04621","812","1827","Silke.Nehls-Hagemann@helios-kliniken.de",2014
"HELIOS Klinikum Schleswig","2015-10-30","260100911","99",NA,"Lutherstraße, 22, 24837, Schleswig","Lutherstraße","22","24837","Schleswig","http://www.helios-kliniken.de/klinik/schleswig.html","HELIOS Klinikum Schleswig ","privat","Silke","Nehls-Hagemann","Medizincontrolling","04621","812","1796","04621","812","1643","Silke.Nehls-Hagemann@helios-kliniken.de",2014
"HELIOS Fachklinik Schleswig","2015-10-30","260100922","02",NA,"St. Jürgener Str., 5a, 24837, Schleswig","St. Jürgener Str.","5a","24837","Schleswig","http://www.helios-kliniken.de/klinik/schleswig.html","HELIOS Fachklinik Schleswig GmbH","privat","Silke","Nehls-Hagemann","Medizincontrolling","04621","812","1796","04621","812","1643","Silke.Nehls-Hagemann@helios-kliniken.de",2014
"Fachkrankenhaus für Psychiatrie und Tagesklinik für Gerontopsychiatrie","2015-11-11","260101002","00",NA,"Johannesallee, 9, 24848, Kropp","Johannesallee","9","24848","Kropp","http://www.diakonie-kropp.de/","Stiftung Diakoniewerk Kropp","freigemeinnützig","Lutz","Meier","Leiter","04624","801","805","04624","801","100","l.meier@diakonie-kropp.de",2014
"Ev.-luth. Diakonissenanstalt zu Flensburg   Zentrum für Gesundheit und Diakonie","2015-11-11","260100023","99",NA,"Knuthstraße, 1, 24939, Flensburg","Knuthstraße","1","24939","Flensburg","http://www.diako.de","Margarethen Klinik gGmbH","freigemeinnützig","Frank","Pröter","Einrichtungsleitung","04642","52","111","04642","52","145","proeterfr@diako.de",2014
"Medizinische Klinik Borstel","2015-11-06","260101079","00",NA,"Parkallee, 35, 23845, Borstel","Parkallee","35","23845","Borstel","http://www.fz-borstel.de","Stiftung Forschungszentrum Borstel","freigemeinnützig","Laura ","Teggatz","Qualitätsbeauftragte","04537","188","3690","04537","188","6620","lteggatz@fz-borstel.de",2014
"Psychiatrisches Krankenhaus Rickling","2015-11-13","260101091","00",NA,"Daldorfer Straße, 2, 24635, Rickling","Daldorfer Straße","2","24635","Rickling","http://pkh-rickling.de","Landesverein für Innere Mission in Schleswig-Holstein","freigemeinnützig","Frank","Vilsmeier","Pflegedienstleitung","04328","18","344","04328","18","369","pdl@psychiatrischeszentrum.de",2014
"KLINIKUM BAD BRAMSTEDT","2015-11-09","260101104","00",NA,"Oskar-Alexander-Strasse, 26, 24576, Bad Bramstedt","Oskar-Alexander-Strasse","26","24576","Bad Bramstedt","http://www.klinikumbadbramstedt.de","DRV Nord 70,57 %, Stadt Bad Bramstedt 12,45 %, Universitätsklinikum Hamburg-Ependorf (UKE) 16,98 %","kommunal","Ann-Sophie","Schütte","Teamleitung Qualitätsmanagement","04192","90","2064","04192","90","2373","a.schuette@klinkumbb.de",2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"Klosterkamp , 1A, 23795, Bad Segeberg","Klosterkamp ","1A","23795","Bad Segeberg","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Michael","Martens","Leiter Qualitätsmanagement","04551","8024910",NA,"04551","8024850",NA,"info@segebergerkliniken.de",2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"Klosterkamp, 1A, 23795, Bad Segeberg","Klosterkamp","1A","23795","Bad Segeberg","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Michael","Martens","Leiter Qualitätsmanagement","04551","8024910",NA,"04551","8024850",NA,"info@segebergerkliniken.de",2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"Klosterkamp , 1A, 23795, Bad Segeberg","Klosterkamp ","1A","23795","Bad Segeberg","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Michael","Martens","Leitung Qualitätsmanagement","04551","8024910",NA,"04551","8024850",NA,"info@segebergerkliniken.de",2014
"SEGEBERGER KLINIKEN GMBH","2015-10-28","260101126","99",NA,"Klosterkamp , 1A, 23795, Bad Segeberg","Klosterkamp ","1A","23795","Bad Segeberg","http://www.segebergerkliniken.de","SEGEBERGER KLINIKEN GMBH","privat","Michael","Martens","Leitung Qualitätsmanagement","04551","8024910",NA,"04551","8024850",NA,"info@segebergerkliniken.de",2014
"Klinikum Itzehoe","2015-10-29","260101137","00",NA,"Robert-Koch-Str., 2, 25524, Itzehoe","Robert-Koch-Str.","2","25524","Itzehoe",NA,"Zweckverband des Kreises Steinburg und der Stadt Itzehoe","öffentlich","Mark","Stab","Leiter Qualitätsmanagement","04821","772","4200","04821","772","974200","m.stab@kh-itzehoe.de",2014
"Krankenhaus Reinbek St. Adolf-Stift GmbH","2015-11-10","260101193","00",NA,"Hamburger Straße, 41, 21465, Reinbek","Hamburger Straße","41","21465","Reinbek","http://www.krankenhaus-reinbek.de","Elisabeth Vinzenz Verbund GmbH","freigemeinnützig","Jan","Meins","Oberarzt","040","7280","3500","040","7280","2440","jan.meins@krankenhaus-reinbek.de",2014
"Norddeutsches Epilepsiezentrum für Kinder und Jugendliche DRK-Landesverband Schleswig-Holstein","2015-11-12","260101320","00",NA,"Henry-Dunant-Str., 6-10, 24223, Schwentinental","Henry-Dunant-Str.","6-10","24223","Schwentinental","http://www.drk-epilepsiezentrum.de","Deutsches Rotes Kreuz Landesverband Schleswig-Holstein e.V., Sitz: Kiel","freigemeinnützig","Marlo","Döhler","QMB","04307","909","102","04307","909","610","m.doehler@drk-sutz.de",2014
"HELIOS Ostseeklinik Damp
","2015-10-30","260101331","00",NA,"Seute-Deern-Ring, 20, 24351, Damp","Seute-Deern-Ring","20","24351","Damp","http://www.helios-kliniken.de/klinik/damp-ostseeklinik.html","HELIOS Ostseeklinik Damp GmbH","privat","Christoph","Lepinat","Medizincontrolling","04352","80","6010","04352","80","8861","christoph.lepinat@helios-kliniken.de",2014
"Kinderzentrum Pelzerhaken","2015-11-13","260101386","00",NA,"Zum Leuchtturm, 4, 23730, Neustadt in Holstein","Zum Leuchtturm","4","23730","Neustadt in Holstein","http://www.kinderzentrum-pelzerhaken.de","Der Paritätische Wohlfahrtsverband, Landesverband Schleswig-Holstein e.V.","freigemeinnützig","Volker","Schulz","Geschäftsführer","04561","71090",NA,NA,NA,NA,"schulz@kinderzentrum-pelzerhaken.de",2014
"Augenklinik Bellevue","2015-11-11","260101411","00",NA,"Lindenallee, 21/23, 24105, Kiel","Lindenallee","21/23","24105","Kiel","http://www.augenklinik-bellevue.de","Prof. Dr. med. Detlef Uthoff","privat","Dennis","Marquardt","Qualitaetsmanager","0431","30108","693","0431","30108","24","d.marquardt@augenklinik-bellevue.de",2014
"Paracelsus-Nordseeklinik","2015-11-12","260101444","00",NA,"Invasorenpfad, 1040, 27498, Helgoland","Invasorenpfad","1040","27498","Helgoland","http://www.paracelsus-kliniken.de/helgoland","Park-Hospital GmbH","privat","Sten","Wessels","Pflegedienstleitung / Qualitätsmanagementbeauftragter","04725","803","125","04725","803","127","sten.wessels@paracelsus-kliniken.de",2014
"FEK - Friedrich-Ebert-Krankenhaus Neumünster GmbH","2015-11-11","260101488","00",NA,"Friesenstraße, 11, 24534, Neumünster","Friesenstraße","11","24534","Neumünster","http://www.friedrich-ebert-krankenhaus.de/","Stadt Neumünster","öffentlich","Andrea","Vollert","Abteilungsleitung Stabsstelle Qualitätsmanagement","04321","405","1004","04321","405","1029","andrea.vollert@fek.de",2014
"Curschmann Klinik","2015-11-06","260101525","00",NA,"Saunaring, 6, 23669, Timmendorfer Strand","Saunaring","6","23669","Timmendorfer Strand","http://www.drguth.de","KLINIKGRUPPE DR. GUTH GmbH & Co.KG","privat","Markus","Kaiser","Leiter Qualitätsmanagement","040","82281","0",NA,NA,NA,"mkaiser@drguth.de",2014
"Vorwerker Fachklinik für Kinder- und Jugendpsychiatrie, -psychosomatik und -psychotherapie","2015-10-22","260101547","00",NA,"Triftstraße, 139, 23554, Lübeck","Triftstraße","139","23554","Lübeck","http://www.vorwerker-diakonie.de","Vorwerker Diakonie gGmbH","freigemeinnützig","Oliver","Soyka","Chefarzt","0451","400250434",NA,NA,NA,NA,"oliver.soyka@vorwerker-diakonie.de",2014
